ticket_text,category,priority
Help! The shipping address was wrong and it's going to the wrong state. Stop the shipment! Thanks.,Shipping,High
Help! Do you offer discounts for non-profit organizations?,General Inquiry,Medium
"Hello, I can't export my reports to PDF. It just hangs.",Technical Issue,Medium
Help! Can I change my username? ASAP.,Account,Low
Urgent: My order is 2 weeks late and I need the items for an event tomorrow. Thanks.,Shipping,High
"Hello, What is your refund policy? Please help.",Refund,Low
"Hi support, Can I get a demo of the enterprise features? Thanks.",General Inquiry,Medium
Help! What courier do you use for standard shipping?,Shipping,Low
Urgent: What are your office hours? Please help.,General Inquiry,Low
"Urgent: I returned the item last week, when will the refund hit my account? Waiting for your reply.",Refund,Medium
Urgent: When will my order be shipped? Thanks.,Shipping,Low
"Hi support, Is there a dark mode available for the app? Please help.",Technical Issue,Low
Help! Is there a way to get a copy of my old invoices? ASAP.,Billing,Low
Is there a way to get a copy of my old invoices? Waiting for your reply.,Billing,Low
The shipping address was wrong and it's going to the wrong state. Stop the shipment! ASAP.,Shipping,High
Help! My card is being declined even though it has sufficient funds. I need to buy this now. Waiting for your reply.,Payment,High
Urgent: The application crashes immediately upon opening. I cannot work at all.,Technical Issue,High
How do I update my profile picture?,Account,Low
Help! What currencies do you support for payments? Waiting for your reply.,Payment,Low
Help! How do I update my profile picture? Please help.,Account,Low
How do I change my payment method for future bills? ASAP.,Billing,Low
Urgent: How do I change my email address associated with this account?,Account,Medium
"Hello, The product caught fire! This is a massive safety hazard. I need a replacement and an investigation! Thanks.",Product Issue,High
Urgent: Minor UI glitch on the profile page.,Technical Issue,Low
"Hello, The device stopped working completely after one day. It's totally defective. ASAP.",Product Issue,High
"Hi support, Can I change my username? ASAP.",Account,Low
"Hello, What courier do you use for standard shipping? Thanks.",Shipping,Low
What courier do you use for standard shipping? Thanks.,Shipping,Low
Urgent: I didn't receive my invoice for this month. Waiting for your reply.,Billing,Medium
Help! I am a press member and need an immediate statement on the recent outage.,General Inquiry,High
"Hi support, How do I change my payment method for future bills?",Billing,Low
Urgent: Is there a dark mode available for the app?,Technical Issue,Low
Help! How do I change my email address associated with this account?,Account,Medium
Urgent: The shipping address was wrong and it's going to the wrong state. Stop the shipment! ASAP.,Shipping,High
"Hi support, My account has been hacked! Someone changed my password and email. Lock it immediately! ASAP.",Account,High
"Hello, The dashboard is loading very slowly today.",Technical Issue,Medium
My payment failed but the money was deducted from my bank! Fix this now!,Payment,High
The product was completely broken and I need my money back immediately. Waiting for your reply.,Refund,High
My billing address needs to be updated for the next cycle.,Billing,Medium
Urgent: I can't export my reports to PDF. It just hangs. Please help.,Technical Issue,Medium
Help! How do I update my profile picture? Please help.,Account,Low
Help! My order is 2 weeks late and I need the items for an event tomorrow. Waiting for your reply.,Shipping,High
"Hello, Can I get a demo of the enterprise features? Waiting for your reply.",General Inquiry,Medium
"Hi support, I was charged twice for my subscription and my account is now overdrawn. Please fix this immediately! Please help.",Billing,High
How do I update my profile picture? Thanks.,Account,Low
Help! I have a question about my latest invoice. Can someone explain the charges?,Billing,Medium
"Hello, The search function is not returning any results. Waiting for your reply.",Technical Issue,Medium
Urgent: My billing address needs to be updated for the next cycle.,Billing,Medium
Help! Do you ship internationally? ASAP.,Shipping,Low
Urgent: Do you have a mobile app? Waiting for your reply.,General Inquiry,Low
How do I update my profile picture? Thanks.,Account,Low
"Hi support, Can I get a demo of the enterprise features?",General Inquiry,Medium
"Hello, I was promised a refund 3 weeks ago and still haven't received it. This is unacceptable!",Refund,High
Help! The device stopped working completely after one day. It's totally defective. Waiting for your reply.,Product Issue,High
Urgent: What currencies do you support for payments? Please help.,Payment,Low
"Hi support, I can't export my reports to PDF. It just hangs. ASAP.",Technical Issue,Medium
"Hello, I cannot log in at all. I've tried resetting my password 5 times and it's not working. Waiting for your reply.",Account,High
Urgent: How do I change my email address associated with this account? Please help.,Account,Medium
Urgent: My order is 2 weeks late and I need the items for an event tomorrow.,Shipping,High
"Hi support, My order is 2 weeks late and I need the items for an event tomorrow. Please help.",Shipping,High
I didn't receive my invoice for this month. Waiting for your reply.,Billing,Medium
Urgent: Just checking the status of my refund request. ASAP.,Refund,Low
The battery life on this device is much shorter than advertised.,Product Issue,Medium
I want to delete my account. Please guide me through the process. Thanks.,Account,Medium
Help! Is there a way to customize the color of the app interface? Please help.,Product Issue,Low
Urgent: The color of the product I received doesn't match the website. Thanks.,Product Issue,Medium
"Hello, Can I pay via PayPal instead of credit card?",Payment,Medium
The font on the settings page looks a bit weird. Please help.,Technical Issue,Low
My card is being declined even though it has sufficient funds. I need to buy this now.,Payment,High
"Hi support, I was promised a refund 3 weeks ago and still haven't received it. This is unacceptable! Thanks.",Refund,High
Urgent: My credit card was charged but the service is not active. I need a refund right now. Waiting for your reply.,Billing,High
"Hello, Do you have a mobile app? Waiting for your reply.",General Inquiry,Low
Urgent: The product was completely broken and I need my money back immediately. Please help.,Refund,High
"Hi support, Do you ship internationally? Please help.",Shipping,Low
Urgent: My billing address needs to be updated for the next cycle.,Billing,Medium
Help! One of the features is not working as described in the manual. Please help.,Product Issue,Medium
"Hi support, The color of the product I received doesn't match the website. Waiting for your reply.",Product Issue,Medium
"Hello, I cannot complete the checkout process. The payment gateway is timing out. Waiting for your reply.",Payment,High
Urgent: Your system is violating GDPR and I need an urgent explanation. ASAP.,General Inquiry,High
"Hello, The font on the settings page looks a bit weird. Waiting for your reply.",Technical Issue,Low
Help! The instructions were a bit hard to understand. Waiting for your reply.,Product Issue,Low
Help! The battery life on this device is much shorter than advertised. Please help.,Product Issue,Medium
The application crashes immediately upon opening. I cannot work at all. ASAP.,Technical Issue,High
"Hello, My credit card was charged but the service is not active. I need a refund right now.",Billing,High
"Hello, Can I pay via PayPal instead of credit card? Please help.",Payment,Medium
